English (en),Italian (it),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
dividend,dividendo,0,0,0,0,0,0,0,0,0,0
divination,divinazione,0,0,0,1,0,0,0,0,0,0
divine,divine,0,0,0,0,0,0,0,0,0,0
divinity,divinità,1,0,0,0,0,0,0,0,0,0
divisible,divisibile,0,0,0,0,0,0,0,0,0,0
division,divisione,0,0,0,0,0,0,0,0,0,0
divisor,divisore,0,0,0,0,0,0,0,0,0,0
divorce,divorzio,0,1,1,0,1,1,0,1,1,1
divulge,divulgare,0,0,0,0,0,0,0,0,0,0
dizziness,vertigini,0,1,0,0,0,0,0,0,0,0
dizzy,vertiginoso,0,1,0,0,0,0,0,0,0,0
docile,docile,0,0,0,0,0,0,0,0,0,0
dock,bacino,0,0,0,0,0,0,0,0,0,0
docked,attraccato,0,1,0,0,0,0,0,0,0,0
docket,etichettare,0,0,0,0,0,0,0,0,0,0
doctor,medico,1,0,0,0,0,0,0,0,0,1
doctrinal,dottrinale,0,0,0,0,0,0,0,0,0,0
doctrine,dottrina,0,0,0,0,0,0,0,0,0,1
document,documento,0,0,0,0,0,0,0,0,0,0
documentary,documentario,0,0,0,0,0,0,0,0,0,0
dodge,schivare,0,0,0,0,0,0,0,0,0,0
dodging,schivando,0,0,0,0,0,0,0,0,0,0
doe,daino,0,0,0,0,0,0,0,0,0,0
doer,chi fa,1,0,0,0,0,0,0,0,0,0
dog,cane,0,0,0,0,0,0,0,0,0,0
dogged,accanito,1,0,0,0,0,0,0,0,0,0
dogma,dogma,0,0,0,0,0,0,0,0,0,1
dogmatic,dogmatico,0,0,0,0,0,0,0,0,0,0
doings,fatti,0,0,0,0,0,0,0,0,0,0
doit,NO TRANSLATION,0,1,0,0,0,0,0,0,0,0
doldrums,depressione,0,1,0,0,0,0,0,1,0,0
dole,sussidio,0,1,0,0,0,0,0,1,0,0
doll,Bambola,0,0,0,0,0,0,1,0,0,0
dollar,dollaro,0,0,0,0,0,0,0,0,0,0
dolor,NO TRANSLATION,0,1,0,0,0,0,0,1,0,0
dolphin,delfino,1,0,0,0,0,0,1,0,1,1
domain,dominio,0,0,0,0,0,0,0,0,0,0
dome,cupola,0,0,0,0,0,0,0,0,0,0
domestic,domestico,0,0,0,0,0,0,0,0,0,0
domesticated,addomesticati,0,0,0,0,0,0,0,0,0,0
domestication,addomesticamento,0,0,0,0,0,0,0,0,0,0
domicile,domicilio,0,0,0,0,0,0,0,0,0,0
domiciled,domiciliato,0,0,0,0,0,0,0,0,0,0
dominance,dominanza,0,0,0,0,0,0,0,0,0,0
dominant,dominante,0,1,0,0,0,1,0,0,0,0
dominate,dominare,1,1,1,0,0,1,0,0,0,0
dominating,dominante,0,0,0,0,0,0,0,0,0,0
domination,dominio,0,1,1,0,0,1,0,1,0,0
dominion,dominio,0,0,0,0,0,1,0,0,0,1
domino,domino,0,0,0,0,0,0,0,0,0,0
don,don,1,0,0,0,0,0,0,0,0,1
donation,donazione,1,0,0,0,0,0,0,0,0,0
donkey,asino,0,1,0,0,1,0,0,0,0,0
donor,donatore,0,0,0,0,0,0,0,0,0,0
doodle,scarabocchio,0,1,0,0,0,0,0,0,0,0
doom,destino,0,1,0,0,0,1,0,0,0,0
doomed,condannato,0,1,0,0,0,1,0,1,0,0
doomsday,giorno del giudizio universale,0,1,1,1,1,1,0,1,0,0
door,porta,0,0,0,0,0,0,0,0,0,0
doorbell,campanello di casa,0,0,0,0,0,0,0,0,0,0
doorway,portone,0,0,0,0,0,0,0,0,0,0
dormant,inattivo,0,0,0,0,0,0,0,0,0,0
dormitory,dormitorio,0,0,0,0,0,0,0,0,0,0
dorsal,dorsale,0,0,0,0,0,0,0,0,0,0
dose,dose,0,0,0,0,0,0,0,0,0,0
dot,punto,0,0,0,0,0,0,0,0,0,0
double,Doppio,0,0,0,0,0,0,0,0,0,0
doubled,raddoppiato,0,0,0,0,0,0,0,0,0,0
doublet,doppione,0,0,0,0,0,0,0,0,0,0
doubling,raddoppio,0,0,0,0,0,0,0,0,0,0
doubt,dubbio,0,1,0,0,0,1,0,1,0,1
doubtful,dubbioso,0,1,0,0,0,0,0,0,0,0
doubting,dubbio,0,1,0,0,0,0,0,0,0,0
doubtless,senza dubbio,1,0,0,0,0,0,0,0,0,1
douche,doccia,0,1,0,0,0,0,0,0,0,0
dough,Impasto,0,0,0,0,0,0,0,0,0,0
doughnut,ciambella,0,0,0,0,0,0,0,0,0,0
dour,cupo,0,1,0,0,0,0,0,0,0,0
dove,colomba,1,0,0,1,0,0,1,0,0,1
downcast,abbattuto,0,0,0,0,0,0,0,0,0,0
downfall,Caduta,0,1,0,0,0,1,0,1,0,0
downhill,discesa,0,0,0,0,0,0,0,0,0,0
downpour,acquazzone,0,0,0,0,0,0,0,0,0,0
downright,assolutamente,0,0,0,0,0,0,0,0,0,1
downy,lanuginoso,1,0,0,0,0,0,0,0,0,0
dowry,dote,0,0,0,0,0,0,0,0,0,0
doze,sonnecchiare,0,0,0,0,0,0,0,0,0,0
dozen,dozzina,0,0,0,0,0,0,0,0,0,0
drab,grigiastro,0,1,0,0,0,0,0,1,0,0
draft,bozza,0,0,0,1,0,0,0,0,0,0
drag,trascinare,0,0,0,0,0,0,0,0,0,0
dragon,Drago,0,0,0,0,0,1,0,0,0,0
drain,drenare,0,0,0,0,0,0,0,0,0,0
drainage,drenaggio,0,1,0,0,0,0,0,0,0,0
drained,drenato,0,0,0,0,0,0,0,0,0,0
drake,drake,0,0,0,0,0,0,0,0,0,0
drama,Dramma,0,0,0,0,0,0,0,0,0,0
dramatic,drammatico,0,0,0,0,0,0,0,0,0,0
drape,drappo,0,0,0,0,0,0,0,0,0,0
drapery,drappeggio,0,0,0,0,0,0,0,0,0,0
drastic,drastico,0,0,0,0,0,0,0,0,0,0
draught,bozza,0,0,0,0,0,0,0,0,0,0
draw,disegnare,0,0,0,0,0,0,0,0,0,0
drawback,inconveniente,0,1,0,0,0,0,0,0,0,0
drawer,cassetto,0,0,0,0,0,0,0,0,0,0
drawers,cassetti,0,0,0,0,0,0,0,0,0,0
drawing,disegno,0,0,0,0,0,0,0,0,0,0
dread,terrore,0,1,0,1,0,1,0,0,0,0
dreadful,terribile,0,1,1,1,1,1,0,1,0,0
dreadfully,terribilmente,0,1,0,0,1,1,0,1,1,0
dream,sognare,0,0,0,0,0,0,0,0,0,0
dreamer,sognatore,0,0,0,0,0,0,0,0,0,0
dreaming,sognare,0,0,0,0,0,0,0,0,0,0
dreamy,sognante,0,0,0,0,0,0,0,0,0,0
dreary,triste,0,1,0,0,0,0,0,1,0,0
dredge,dragare,0,0,0,0,0,0,0,0,0,0
drenched,inzuppato,0,0,0,0,0,0,0,0,0,0
dresser,credenza,0,0,0,0,0,0,0,0,0,0
dribble,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
dried,secco,0,0,0,0,0,0,0,0,0,0
drier,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
drift,deriva,0,0,0,0,0,0,0,0,0,0
drifted,alla deriva,0,0,0,0,0,0,0,0,0,0
drill,trapano,0,0,0,0,0,0,0,0,0,0
drink,bere,0,0,0,0,0,0,0,0,0,0
drinking,potabile,0,1,0,0,0,0,0,0,0,0
drip,gocciolare,0,0,0,0,0,0,0,0,0,0
dripping,gocciolante,0,0,0,0,0,0,0,0,0,0
drivel,ciance,0,1,0,0,1,0,0,0,0,0
driver,autista,0,0,0,0,0,0,0,0,0,0
driveway,viale,0,0,0,0,0,0,0,0,0,0
drizzle,pioggerella,0,0,0,0,0,0,0,0,0,0
droll,buffo,0,0,0,0,0,0,0,0,0,0
drone,fuco,0,1,0,0,0,0,0,0,0,0
drool,sbavare,0,0,0,0,1,0,0,0,0,0
drooping,cascante,0,1,0,0,0,0,0,0,0,0
drop,far cadere,0,0,0,0,0,0,0,0,0,0
droplet,gocciolina,0,0,0,0,0,0,0,0,0,0
drought,siccità,0,1,0,0,0,0,0,0,0,0
drove,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
drown,annegare,0,1,0,0,0,1,0,1,0,0
drowsiness,sonnolenza,0,1,0,0,0,0,0,0,0,0
drowsy,sonnolento,0,0,0,0,0,0,0,0,0,0
drudgery,fatica,0,1,0,0,0,0,0,0,0,0
drug,droga,0,0,0,0,0,0,0,0,0,0
drugged,drogato,0,0,0,0,0,0,0,1,0,0
drugstore,farmacia,0,0,0,0,0,0,0,0,0,0
druid,druido,0,0,0,0,0,0,0,0,0,0
drum,tamburo,0,0,0,0,0,0,0,0,0,0
drummer,batterista,0,0,0,0,0,0,0,0,0,0
drumming,drumming,0,0,0,0,0,0,0,0,0,0
drunken,ubriaco,0,1,0,0,1,0,0,0,0,0
drunkenness,ubriachezza,0,1,0,0,0,0,0,0,0,0
dry,asciutto,0,0,0,0,0,0,0,0,0,0
dryness,secchezza,0,0,0,0,0,0,0,0,0,0
dual,doppio,0,0,0,0,0,0,0,0,0,0
dualism,dualismo,0,0,0,0,0,0,0,0,0,0
duality,dualità,0,0,0,0,0,0,0,0,0,0
dub,doppiare,0,0,0,0,0,0,0,0,0,0
dubious,dubbioso,0,1,0,0,0,1,0,0,0,1
ducking,ducking,0,0,0,0,0,0,0,0,0,0
duct,condotto,0,0,0,0,0,0,0,0,0,0
ductile,duttile,0,0,0,0,0,0,0,0,0,0
duds,duds,0,0,0,0,0,0,0,0,0,0
due,dovuto,0,0,0,0,0,0,0,0,0,0
duel,duello,0,0,1,1,0,1,0,0,0,0
dues,quota,0,0,0,0,0,0,0,0,0,0
duet,duetto,1,0,0,0,0,0,0,0,0,0
dugout,canoa,0,0,0,0,0,0,0,0,0,0
duke,duca,1,0,0,0,0,0,0,0,0,0
dull,noioso,0,1,0,0,0,0,0,1,0,0
dumb,muto,0,1,0,0,0,0,0,0,0,0
dummy,manichino,0,1,0,0,0,0,0,0,0,0
dump,cumulo di rifiuti,0,0,0,0,0,0,0,0,0,0
dumps,discariche,0,1,1,0,0,0,0,1,0,0
dun,grigio,0,1,0,0,0,0,0,0,0,0
dune,duna,0,0,0,0,0,0,0,0,0,0
dung,NO TRANSLATION,0,0,0,0,1,0,0,0,0,0
dungeon,prigione,0,1,0,0,0,1,0,0,0,0
duo,duo,0,0,0,0,0,0,0,0,0,0
dupe,ingannare,0,1,1,0,0,0,0,0,0,0
duplex,doppio,0,0,0,0,0,0,0,0,0,0
duplicate,duplicare,0,0,0,0,0,0,0,0,0,0
duplication,duplicazione,0,0,0,0,0,0,0,0,0,0
duplicity,duplicità,0,1,1,0,0,0,0,0,0,0
durability,durabilità,1,0,0,0,0,0,0,0,0,1
durable,durevole,1,0,0,0,0,0,0,0,0,1
duration,durata,0,0,0,0,0,0,0,0,0,0
duress,costrizione,0,1,1,0,1,1,0,1,0,0
dusk,crepuscolo,0,0,0,0,0,0,0,0,0,0
dusky,tetro,0,0,0,0,0,0,0,0,0,0
dust,polvere,0,1,0,0,0,0,0,0,0,0
duster,spolverino,0,0,0,0,0,0,0,0,0,0
dusty,polveroso,0,0,0,0,0,0,0,0,0,0
dutiful,rispettoso,1,0,0,1,0,0,0,0,0,1
dwarf,nano,0,0,0,0,0,0,0,0,0,0
dwarfed,sminuito,0,1,0,0,0,1,0,1,0,0
dwell,abitare,0,0,0,0,0,0,0,0,0,0
dweller,abitante,0,0,0,0,0,0,0,0,0,0
dwelling,dimora,0,0,0,0,0,0,0,0,0,0
dye,colorante,0,0,0,0,0,0,0,0,0,0
dying,sta morendo,0,1,1,0,1,1,0,1,0,0
dyke,diga,0,0,0,0,0,0,0,0,0,0
dynamic,dinamico,0,0,0,0,0,0,0,0,1,0
dynamical,dinamico,0,0,0,0,0,0,0,0,0,0
dynamics,dinamica,0,0,0,0,0,0,0,0,0,0
dynamite,dinamite,0,0,0,0,0,0,0,0,0,0
dynasty,dinastia,0,0,0,0,0,0,0,0,0,0
dysentery,dissenteria,0,1,0,0,1,0,0,1,0,0
dyspepsia,dispepsia,0,0,0,0,0,0,0,0,0,0
eager,desideroso,1,0,0,1,0,0,1,0,1,1
eagerness,impazienza,1,0,0,1,0,0,1,0,0,1
eagle,aquila,0,0,0,0,0,0,0,0,0,1
ear,orecchio,0,0,0,0,0,0,0,0,0,0
earl,conte,1,0,0,0,0,0,0,0,0,0
earlier,prima,0,0,0,0,0,0,0,0,0,0
early,presto,0,0,0,0,0,0,0,0,0,0
earn,guadagnare,1,0,0,0,0,0,0,0,0,0
earnest,serio,1,0,0,0,0,0,0,0,0,0
earnestly,ardentemente,1,0,0,0,0,0,0,0,0,0
earnestness,serietà,1,0,0,0,0,0,0,0,0,0
earnings,guadagni,0,0,0,0,0,0,0,0,0,0
earring,orecchino,0,0,0,0,0,0,0,0,0,0
earshot,portata d'orecchio,0,0,0,0,0,0,0,0,0,0
earth,terra,0,0,0,0,0,0,0,0,0,0
earthenware,terracotta,0,0,0,0,0,0,0,0,0,0
earthly,terrestre,0,0,0,0,0,0,0,0,0,0
earthquake,terremoto,0,1,1,0,0,1,0,1,1,0
earthy,terroso,0,0,0,0,0,0,0,0,0,0
ease,alleviare,1,0,0,0,0,0,0,0,0,0
easel,cavalletto,0,0,0,0,0,0,0,0,0,0
easement,sollievo,1,0,0,0,0,0,0,0,0,0
easily,facilmente,0,0,0,0,0,0,0,0,0,0
easy,facile,0,0,0,0,0,0,0,0,0,0
easygoing,NO TRANSLATION,1,0,0,0,0,0,0,0,0,0
eat,mangiare,1,0,0,0,0,0,0,0,0,0
eating,mangiare,0,0,0,0,0,0,0,0,0,0
eavesdropping,intercettazioni,0,1,0,0,0,0,0,0,0,0
ebb,riflusso,0,0,0,0,0,0,0,0,0,0
ebony,ebano,0,0,0,0,0,0,0,0,0,0
eccentric,eccentrico,0,0,0,0,0,0,0,0,0,0
eccentricity,eccentricità,0,0,0,0,0,0,0,0,0,0
ecclesiastical,ecclesiastico,0,0,0,0,0,0,0,0,0,0
echo,eco,0,0,0,0,0,0,0,0,0,0
eclectic,eclettico,0,0,0,0,0,0,0,0,0,0
eclipse,eclisse,0,0,0,0,0,0,0,0,0,0
ecliptic,eclittico,0,0,0,0,0,0,0,0,0,0
economical,economico,0,0,0,0,0,0,0,0,0,0
economics,economia,0,0,0,0,0,0,0,0,0,0
economy,economia,0,0,0,0,0,0,0,0,0,1
ecstasy,estasi,1,0,0,1,0,0,1,0,0,0
ecstatic,estatico,1,0,0,1,0,0,1,0,1,0
ecumenical,ecumenico,0,0,0,0,0,0,0,0,0,0
eddy,gorgo,0,0,0,0,0,0,0,0,0,0
edge,bordo,0,0,0,0,0,0,0,0,0,0
edging,orlatura,0,0,0,0,0,0,0,0,0,0
edible,commestibile,0,0,0,0,0,0,0,0,0,0
edict,editto,0,1,0,0,0,1,0,0,0,0
edification,edificazione,1,0,0,1,0,0,1,0,0,1
edifice,edificio,0,0,0,0,0,0,0,0,0,0
edit,modificare,0,0,0,0,0,0,0,0,0,0
edition,edizione,0,0,0,1,0,0,0,0,0,0
editor,editore,0,0,0,0,0,0,0,0,0,0
editorial,editoriale,0,0,0,0,0,0,0,0,0,0
educate,educare,1,0,0,0,0,0,0,0,0,0
educated,educato,1,0,0,0,0,0,0,0,0,0
education,formazione scolastica,0,0,0,0,0,0,0,0,0,0
educational,educativo,1,0,0,0,0,0,0,0,0,1
eel,Anguilla,0,0,0,0,0,1,0,0,0,0
effect,effetto,0,0,0,0,0,0,0,0,0,0
effective,efficace,1,0,0,0,0,0,0,0,0,1
effects,effetti,0,0,0,0,0,0,0,0,0,0
effectual,efficace,0,0,0,0,0,0,0,0,0,0
effectually,effectually,0,0,0,0,0,0,0,0,0,0
effectuate,effettuare,0,0,0,0,0,0,0,0,0,0
effeminate,effeminato,0,1,0,0,0,0,0,0,0,0
efficacious,efficace,0,0,0,0,0,0,0,0,0,0
efficacy,efficacia,1,0,0,0,0,0,0,0,0,0
efficiency,efficienza,1,0,0,0,0,0,0,0,0,0
efficient,efficiente,1,0,0,1,0,0,0,0,0,1
effigy,effigie,0,0,1,0,0,0,0,0,0,0
effort,sforzo,1,0,0,0,0,0,0,0,0,0
effusion,versamento,0,0,0,0,0,0,0,0,0,0
egg,uovo,0,0,0,0,0,0,0,0,0,0
ego,ego,0,0,0,0,0,0,0,0,0,0
egotistical,egoista,0,1,0,0,1,0,0,0,0,0
egregious,egregio,0,1,1,0,1,0,0,0,0,0
egress,uscita,0,0,0,0,0,0,0,0,0,0
eighth,ottavo,0,0,0,0,0,0,0,0,0,0
eighty,ottanta,0,0,0,0,0,0,0,0,0,0
ejaculate,eiaculare,0,0,0,0,0,0,0,0,0,0
ejaculation,eiaculazione,1,0,0,1,0,0,1,0,1,1
eject,espellere,0,1,0,0,0,0,0,0,0,0
ejection,emissione,0,1,0,0,0,0,0,0,0,0
elaborate,elaborare,0,0,0,0,0,0,0,0,0,0
elaboration,elaborazione,1,0,0,0,0,0,0,0,0,0
elan,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
elapse,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
elapsed,trascorso,0,0,0,0,0,0,0,0,0,0
elastic,elastico,0,0,0,0,0,0,0,0,0,0
elasticity,elasticità,0,0,0,0,0,0,0,0,0,0
elated,euforico,1,0,0,0,0,0,1,0,0,0
elbow,gomito,0,0,1,0,0,0,0,0,0,0
eld,eld,0,0,0,0,0,0,0,0,0,0
elder,Sambuco,1,0,0,0,0,0,0,0,0,1
elderly,anziano,0,0,0,0,0,0,0,0,0,0
elders,anziani,1,0,0,0,0,0,0,0,0,1
eldest,maggiore,0,0,0,0,0,0,0,0,0,0
elect,eletto,1,0,0,0,0,0,0,0,0,1
election,elezione,0,0,0,0,0,0,0,0,0,0
elector,elettore,0,0,0,0,0,0,0,0,0,0
electorate,elettorato,0,0,0,0,0,0,0,0,0,1
electric,elettrico,1,0,0,0,0,0,1,0,1,0
electricity,elettricità,1,0,0,0,0,0,0,0,0,0
elegance,eleganza,1,0,0,1,0,0,1,0,0,1
elegant,elegante,1,0,0,0,0,0,1,0,0,0
element,elemento,0,0,0,0,0,0,0,0,0,0
elementary,elementare,0,0,0,0,0,0,0,0,0,0
elements,elementi,0,0,0,0,0,0,0,0,0,0
elephant,elefante,0,0,0,0,0,0,0,0,0,0
elevate,elevare,0,0,0,0,0,0,0,0,0,0
elevation,elevazione,1,0,0,1,0,1,1,0,0,1
elevator,ascensore,0,0,0,0,0,0,0,0,0,0
eleven,undici,0,0,0,0,0,0,0,0,0,0
eleventh,undicesimo,0,0,0,0,0,0,0,0,0,0
elf,elfo,0,0,1,0,1,1,0,0,0,0
elicit,suscitare,0,0,0,0,0,0,0,0,0,0
eligible,idoneo,1,0,0,0,0,0,0,0,0,0
elimination,eliminazione,0,1,1,0,1,1,0,1,0,0
elite,elite,1,0,0,1,0,0,1,0,0,1
elk,alce,0,0,0,0,0,0,0,0,0,0
ell,braccio,0,0,0,0,0,0,0,0,0,0
ellipse,ellisse,0,0,0,0,0,0,0,0,0,0
ellipsis,ellissi,0,0,0,0,0,0,0,0,0,0
ellipsoid,ellissoide,0,0,0,0,0,0,0,0,0,0
elliptic,ellittico,0,0,0,0,0,0,0,0,0,0
elliptical,ellittico,0,0,0,0,0,0,0,0,0,0
elongate,allungare,0,0,0,0,0,0,0,0,0,0
elongation,allungamento,0,0,0,0,0,0,0,0,0,0
eloquence,eloquenza,1,0,0,0,0,0,0,0,0,0
eloquent,eloquente,1,0,0,0,0,0,0,0,0,0
elucidate,chiarire,1,0,0,0,0,0,0,0,0,1
elucidation,delucidazione,0,0,0,0,0,0,0,0,0,0
elude,eludere,0,0,0,0,0,0,0,0,0,0
elusive,inafferrabile,0,1,0,0,0,0,0,0,1,0
emaciated,emaciato,0,1,0,0,0,1,0,1,0,0
emanate,emanare,0,0,0,0,0,0,0,0,0,0
emancipation,emancipazione,1,0,0,1,0,0,1,0,0,0
embankment,argine,0,0,0,0,0,0,0,0,0,0
embargo,NO TRANSLATION,0,1,0,0,0,0,0,0,0,0
embark,imbarcarsi,0,0,0,0,0,0,0,0,0,0
embarrass,imbarazzare,0,1,0,0,0,0,0,1,0,0
embarrassing,imbarazzante,0,1,0,0,0,0,0,0,0,0
embarrassment,imbarazzo,0,1,0,0,0,1,0,1,1,0
embassy,ambasciata,0,0,0,0,0,0,0,0,0,0
embed,incorporare,0,0,0,0,0,0,0,0,0,0
embellish,abbellire,0,0,0,0,0,0,0,0,0,0
embellishment,abbellimento,0,0,0,0,0,0,0,0,0,0
embers,brace,0,0,0,0,0,0,0,0,0,0
embezzlement,appropriazione indebita,0,1,0,0,0,0,0,0,0,0
emblem,emblema,0,0,0,0,0,0,0,0,0,0
emblematic,emblematico,0,0,0,0,0,0,0,0,0,0
embodiment,personificazione,0,0,0,0,0,0,0,0,0,0
embolism,embolia,0,1,0,0,0,1,0,1,0,0
embossed,sbalzato,0,0,0,0,0,0,0,0,0,0
embrace,abbraccio,1,0,0,1,0,0,1,0,1,1
embroidered,ricamato,0,0,0,0,0,0,0,0,0,0
embroidery,ricamo,0,0,0,0,0,0,0,0,0,0
embroiled,coinvolto,0,1,0,0,0,0,0,0,0,0
embryo,embrione,0,0,0,0,0,0,0,0,0,0
embryonic,embrionale,0,0,0,0,0,0,0,0,0,0
emerald,Smeraldo,0,0,0,0,0,0,0,0,0,0
emerge,emergere,0,0,0,0,0,0,0,0,0,0
emergence,emergenza,0,0,0,0,0,0,0,0,0,0
emergency,emergenza,0,1,0,0,0,1,0,1,1,0
emeritus,emerito,1,0,0,0,0,0,0,0,0,0
emigrate,emigrare,0,0,0,0,0,0,0,0,0,0
emigration,emigrazione,0,0,0,0,0,0,0,0,0,0
eminence,eminenza,1,0,0,0,0,0,0,0,0,1
eminent,eminente,1,0,0,0,0,0,0,0,0,0
eminently,eminentemente,1,0,0,0,0,0,0,0,0,0
emir,NO TRANSLATION,1,0,0,0,0,0,0,0,0,0
emission,emissione,0,0,0,0,0,0,0,0,0,0
emit,emettere,0,0,0,0,0,0,0,0,0,0
emotion,emozione,0,0,0,0,0,0,0,0,0,0
emotional,emotivo,0,0,0,0,0,0,0,0,0,0
emotive,emotivo,0,0,0,0,0,0,0,0,0,0
empathy,empatia,1,0,0,0,0,0,0,0,0,0
emperor,imperatore,0,0,0,0,0,0,0,0,0,0
emphasis,enfasi,0,0,0,0,0,0,0,0,0,0
emphasize,enfatizzare,0,0,0,0,0,0,0,0,0,1
emphatic,enfatico,0,0,0,0,0,0,0,0,0,0
empire,impero,0,0,0,0,0,0,0,0,0,0
empirical,empirico,0,0,0,0,0,0,0,0,0,0
empiricism,empirismo,0,0,0,0,0,0,0,0,0,0
employ,impiegare,0,0,0,0,0,0,0,0,0,1
employer,datore di lavoro,0,0,0,0,0,0,0,0,0,0
employment,occupazione,0,0,0,0,0,0,0,0,0,0
emporium,emporio,0,0,0,0,0,0,0,0,0,0
empower,autorizzare,1,0,0,0,0,0,0,0,0,0
empress,imperatrice,0,0,0,0,0,0,0,0,0,0
emptiness,vuoto,0,0,0,0,0,0,0,1,0,0
emption,emption,0,0,0,0,0,0,0,0,0,0
empty,vuoto,0,0,0,0,0,0,0,0,0,0
emulate,emulare,1,0,0,0,0,0,0,0,0,0
emulsion,emulsione,0,0,0,0,0,0,0,0,0,0
enable,abilitare,1,0,0,0,0,0,0,0,0,1
enablement,abilitazione,1,0,0,0,0,0,0,0,0,1
enact,promulgare,0,0,0,0,0,0,0,0,0,0
enactment,promulgazione,0,0,0,0,0,0,0,0,0,0
enamel,smalto,0,0,0,0,0,0,0,0,0,0
encampment,accampamento,0,0,0,0,0,0,0,0,0,0
enchant,incantare,1,0,0,1,0,0,1,0,1,0
enchanted,incantata,1,0,0,0,0,0,1,0,0,1
enchanting,incantevole,1,0,0,1,0,0,1,0,0,0
enchantment,incanto,0,0,0,0,0,0,0,0,0,0
encircle,circondare,0,0,0,0,0,0,0,0,0,0
encircling,circonda,0,0,0,0,0,0,0,0,0,0
enclave,enclave,0,1,0,0,0,0,0,0,0,0
enclose,accludere,0,0,0,0,0,0,0,0,0,0
encode,codificare,0,0,0,0,0,0,0,0,0,0
encompass,circondare,0,0,0,0,0,0,0,0,0,0
encore,NO TRANSLATION,1,0,0,0,0,0,0,0,0,0
encounter,incontrare,0,0,0,0,0,0,0,0,0,0
encourage,incoraggiare,1,0,0,0,0,0,1,0,0,1
encouragement,incoraggiamento,1,0,0,0,0,0,0,0,0,0
encroach,usurpare,0,0,0,0,0,0,0,0,0,0
encroachment,invasione,0,1,0,0,0,1,0,0,0,0
encrypt,cifrare,0,0,0,0,0,0,0,0,0,0
encumbrance,ingombro,0,1,1,0,0,1,0,1,0,0
encyclopedia,enciclopedia,1,0,0,0,0,0,0,0,0,1
end,fine,0,0,0,0,0,0,0,0,0,0
endanger,mettere in pericolo,0,1,0,1,0,1,0,0,0,0
endangered,in via di estinzione,0,1,0,0,0,1,0,0,0,0
endeavor,tentativo,1,0,0,1,0,0,0,0,0,0
ended,conclusa,0,0,0,0,0,0,0,0,0,0
endemic,endemico,0,1,0,0,1,1,0,1,0,0
ending,fine,0,0,0,0,0,0,0,0,0,0
endless,infinito,1,1,1,0,0,1,1,1,0,1
endocarditis,endocardite,0,0,0,0,0,1,0,1,0,0
endorsement,approvazione,0,0,0,0,0,0,0,0,0,0
endow,dotare,1,0,0,0,0,0,0,0,0,1
endowed,dotato,1,0,0,0,0,0,0,0,0,0
endowment,dotazione,1,0,0,0,0,0,0,0,0,1
endpapers,risguardi,0,0,0,0,0,0,0,0,0,0
endpoint,endpoint,0,0,0,0,0,0,0,0,0,0
endurance,resistenza,1,0,0,0,0,0,0,0,0,0
endure,sopportare,1,0,0,0,0,0,0,0,0,0
enema,clistere,0,0,0,0,1,0,0,0,0,0
enemy,nemico,0,1,1,0,1,1,0,0,0,0
energetic,energico,1,0,0,0,0,0,0,0,0,0
energy,energia,0,0,0,0,0,0,0,0,0,0
enforce,imporre,1,1,1,0,0,1,0,0,0,0
enforcement,rinforzo,0,1,0,0,0,0,0,0,0,0
engage,impegnare,0,0,0,0,0,0,0,0,0,0
engaged,impegnato,1,0,0,1,0,0,1,0,0,1
engagement,Fidanzamento,0,0,0,0,0,0,0,0,0,0
engaging,avvincente,1,0,0,0,0,0,1,0,0,1
engender,generare,0,0,0,0,0,0,0,0,0,0
engine,motore,0,0,0,0,0,0,0,0,0,0
engineer,ingegnere,0,0,0,0,0,0,0,0,0,0
engineering,ingegneria,0,0,0,0,0,0,0,0,0,0
engrave,incidere,0,0,0,0,0,0,0,0,0,0
engraved,inciso,0,0,0,0,0,0,0,0,0,0
engraver,incisore,0,0,0,0,0,0,0,0,0,0
engraving,incisione,0,0,0,0,0,0,0,0,0,0
engrossed,assorto,0,0,0,0,0,0,0,0,0,0
engrossing,avvincente,0,0,0,0,0,0,0,0,0,0
engulf,fagocitare,0,0,0,1,0,0,0,0,0,0
enhance,accrescere,1,0,0,0,0,0,0,0,0,0
enigma,enigma,0,0,0,0,0,0,0,0,0,0
enigmatic,enigmatico,0,1,0,0,0,1,0,0,0,0
enjoin,ingiungere,0,0,0,0,0,0,0,0,0,0
enjoy,godere,1,0,0,1,0,0,1,0,0,1
enjoying,godendo,1,0,0,1,0,0,1,0,0,1
enlarged,ingrandita,0,0,0,0,0,0,0,0,0,0
enlargement,allargamento,0,0,0,0,0,0,0,0,0,0
enlighten,illuminare,1,0,0,0,0,0,1,0,0,1
enlightenment,illuminismo,1,0,0,0,0,0,1,0,0,1
enlist,arruolare,0,0,0,0,0,0,0,0,0,0
enliven,ravvivare,1,0,0,0,0,0,1,0,1,1
enmity,inimicizia,0,1,1,0,0,1,0,1,0,0
enormity,enormità,0,0,0,0,0,0,0,0,0,0
enormous,enorme,0,0,0,0,0,0,0,0,0,0
